population,deployment,tagID,sex,divenum,maxdep,durwho,kindet,bzsounds,sc,context
NRKW,oo09_240a,243,M,160,4.451361322,22.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,164,79.4659901,175.2,0,0,0,foraging
NRKW,oo09_240a,243,M,165,3.466682388,14.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,167,8.148740876,38.2,0,0,1,non_foraging
NRKW,oo09_240a,243,M,175,119.5498836,207.8,0,0,1,foraging
NRKW,oo09_240a,243,M,177,23.4683948,69.6,0,0,1,non_foraging
NRKW,oo09_240a,243,M,179,3.841970848,18.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,186,126.1111846,177.8,1,0,1,foraging
NRKW,oo09_240a,243,M,187,3.676184091,15.6,0,0,0,non_foraging
NRKW,oo09_240a,243,M,188,19.11419316,59.6,0,0,0,non_foraging
NRKW,oo09_240a,243,M,189,4.134803109,18.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,190,4.512937577,22.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,191,5.860982456,37.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,192,5.110122624,24.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,193,5.921122119,43.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,194,7.045872692,61.2,1,0,0,foraging
NRKW,oo09_240a,243,M,195,5.764050325,26.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,196,3.942806478,18.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,197,4.589514344,16.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,201,12.00745679,54.4,0,0,1,non_foraging
NRKW,oo09_240a,243,M,203,3.395435583,15.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,204,44.9302682,110.8,0,0,0,foraging
NRKW,oo09_240a,243,M,205,4.138998975,20.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,206,4.612658442,26.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,208,4.392608364,19.0,0,0,0,non_foraging
NRKW,oo09_240a,243,M,209,3.35834708,18.6,0,0,1,non_foraging
NRKW,oo09_240a,243,M,214,7.583920814,46.8,0,0,1,non_foraging
NRKW,oo09_240a,243,M,216,122.0959219,285.0,0,0,1,foraging
NRKW,oo09_240a,243,M,217,2.990172459,13.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,221,4.010640076,18.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,222,3.610721329,15.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,229,3.450695244,15.6,0,0,0,non_foraging
NRKW,oo09_240a,243,M,234,4.660733698,30.8,0,0,1,non_foraging
NRKW,oo09_240a,243,M,236,11.40870989,94.8,0,0,1,non_foraging
NRKW,oo09_240a,243,M,237,4.109018002,26.4,0,0,1,non_foraging
NRKW,oo09_240a,243,M,240,4.424918192,24.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,245,20.58184604,83.4,0,0,1,non_foraging
NRKW,oo09_240a,243,M,248,15.36236937,64.2,0,0,1,non_foraging
NRKW,oo09_240a,243,M,252,45.22058146,127.8,0,0,1,foraging
NRKW,oo09_240a,243,M,255,3.803204909,16.6,0,0,1,non_foraging
NRKW,oo09_240a,243,M,256,3.762101438,15.4,0,0,1,non_foraging
NRKW,oo09_240a,243,M,258,144.9175891,205.2,0,0,1,foraging
NRKW,oo09_240a,243,M,260,23.57562356,57.6,0,0,1,non_foraging
NRKW,oo09_240a,243,M,261,3.45061521,15.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,262,3.8281825,13.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,267,69.43066552,115.4,0,0,1,foraging
NRKW,oo09_240a,243,M,268,4.110426239,17.0,0,0,0,non_foraging
NRKW,oo09_240a,243,M,271,4.444406091,20.6,0,0,0,non_foraging
NRKW,oo09_240a,243,M,272,4.517225635,19.2,0,0,1,non_foraging
NRKW,oo09_240a,243,M,273,4.58765628,19.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,274,3.848641538,12.2,0,0,1,non_foraging
NRKW,oo09_240a,243,M,275,77.38332354,159.0,0,0,1,foraging
NRKW,oo09_240a,243,M,279,77.08381474,147.8,0,0,0,foraging
NRKW,oo09_240a,243,M,280,3.353942589,15.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,281,4.100376082,21.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,282,4.734119864,26.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,283,5.357196161,24.6,0,0,1,non_foraging
NRKW,oo09_240a,243,M,285,4.610136044,26.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,286,4.314756808,28.0,0,0,1,non_foraging
NRKW,oo09_240a,243,M,292,125.1183946,313.6,1,0,1,foraging
NRKW,oo09_240a,243,M,293,3.042877036,12.0,0,0,0,non_foraging
NRKW,oo09_240a,243,M,295,3.010962732,10.0,0,0,0,non_foraging
NRKW,oo09_240a,243,M,296,3.439526296,11.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,298,30.57636556,75.6,0,0,0,foraging
NRKW,oo09_240a,243,M,299,3.028531354,11.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,300,2.989739658,12.6,0,0,0,non_foraging
NRKW,oo09_240a,243,M,301,4.33754574,22.4,0,0,1,non_foraging
NRKW,oo09_240a,243,M,304,3.520676615,13.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,305,3.656284552,15.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,307,4.590134315,17.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,309,101.5864282,290.2,0,0,1,foraging
NRKW,oo09_240a,243,M,312,16.29282712,90.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,316,16.37210703,76.0,0,0,0,non_foraging
NRKW,oo09_240a,243,M,317,2.951496341,12.0,0,0,0,non_foraging
NRKW,oo09_240a,243,M,323,3.625610963,18.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,324,4.289249586,21.4,0,0,0,non_foraging
NRKW,oo09_240a,243,M,325,30.7586561,138.6,0,0,1,foraging
NRKW,oo09_240a,243,M,327,4.178875389,22.6,0,0,1,non_foraging
NRKW,oo09_240a,243,M,329,3.969515503,18.0,0,0,0,non_foraging
NRKW,oo09_240a,243,M,331,24.00246154,173.6,1,0,0,foraging
NRKW,oo09_240a,243,M,333,3.349553193,12.8,0,0,1,non_foraging
NRKW,oo09_240a,243,M,334,18.19628036,177.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,335,3.787050327,16.8,0,0,0,non_foraging
NRKW,oo09_240a,243,M,336,3.497900369,17.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,337,6.837743662,22.6,0,0,1,non_foraging
NRKW,oo09_240a,243,M,340,4.304117796,30.2,0,0,0,non_foraging
NRKW,oo09_240a,243,M,349,6.405310019,55.0,0,0,1,non_foraging
NRKW,oo09_240a,243,M,353,4.41660626,26.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,12,4.656832362,18.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,16,3.530052884,15.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,18,5.200201458,18.4,0,0,1,non_foraging
NRKW,oo09_244a,243,M,20,71.86811151,146.6,0,0,1,foraging
NRKW,oo09_244a,243,M,21,3.400792994,17.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,22,3.274521339,18.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,23,3.902012555,31.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,24,4.150817902,24.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,27,4.527186761,24.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,28,4.447575606,23.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,29,4.446536941,18.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,30,63.92328049,197.6,0,0,1,foraging
NRKW,oo09_244a,243,M,31,2.268889841,11.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,34,4.308627892,25.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,36,7.237475186,35.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,37,5.404789041,35.6,0,0,0,non_foraging
NRKW,oo09_244a,243,M,38,58.10657598,276.2,1,0,1,foraging
NRKW,oo09_244a,243,M,45,6.610859832,39.6,0,0,1,non_foraging
NRKW,oo09_244a,243,M,47,134.1363804,279.0,0,1,1,foraging
NRKW,oo09_244a,243,M,49,3.030493646,17.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,51,4.284445331,27.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,52,3.746413361,21.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,78,3.43798482,14.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,104,42.8630928,305.4,0,0,0,foraging
NRKW,oo09_244a,243,M,110,24.4064492,97.2,0,0,1,non_foraging
NRKW,oo09_244a,243,M,114,50.17697992,375.6,0,1,1,foraging
NRKW,oo09_244a,243,M,116,5.999179309,24.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,126,5.251022812,26.6,0,0,0,non_foraging
NRKW,oo09_244a,243,M,129,21.83194731,242.6,0,0,1,non_foraging
NRKW,oo09_244a,243,M,134,4.844954322,32.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,136,4.384513687,25.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,138,13.15374996,124.6,0,0,1,non_foraging
NRKW,oo09_244a,243,M,140,6.725247678,35.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,141,13.7819462,77.6,0,0,0,non_foraging
NRKW,oo09_244a,243,M,143,37.1621486,184.6,1,0,0,foraging
NRKW,oo09_244a,243,M,145,2.917588183,15.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,152,4.252012686,23.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,153,4.836608438,19.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,155,26.00651937,166.2,0,0,1,non_foraging
NRKW,oo09_244a,243,M,163,28.56162772,167.2,0,0,1,non_foraging
NRKW,oo09_244a,243,M,168,6.050645126,21.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,169,32.53280276,236.8,1,0,1,foraging
NRKW,oo09_244a,243,M,171,5.505908374,28.2,0,0,1,non_foraging
NRKW,oo09_244a,243,M,172,20.62949557,101.4,0,0,1,non_foraging
NRKW,oo09_244a,243,M,175,5.098433574,56.2,0,0,1,non_foraging
NRKW,oo09_244a,243,M,180,143.3229463,334.6,0,0,1,foraging
NRKW,oo09_244a,243,M,193,4.136745641,23.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,195,11.45206543,85.8,0,0,1,non_foraging
NRKW,oo09_244a,243,M,197,14.56348258,101.2,0,0,1,non_foraging
NRKW,oo09_244a,243,M,203,10.03017799,75.2,0,0,1,non_foraging
NRKW,oo09_244a,243,M,207,31.87070958,175.8,0,0,1,foraging
NRKW,oo09_244a,243,M,213,14.6591968,74.2,1,0,0,foraging
NRKW,oo09_244a,243,M,214,53.18626303,313.8,0,0,1,foraging
NRKW,oo09_244a,243,M,215,6.862190929,49.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,223,3.535892374,17.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,225,34.94072641,229.6,1,0,1,foraging
NRKW,oo09_244a,243,M,230,3.290996286,15.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,231,3.619955963,22.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,232,4.290336345,25.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,233,47.38548682,331.8,0,0,0,foraging
NRKW,oo09_244a,243,M,234,3.440415158,15.6,0,0,0,non_foraging
NRKW,oo09_244a,243,M,235,4.354677856,20.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,236,18.09896433,75.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,237,2.739017667,13.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,240,6.044884917,26.0,0,0,0,non_foraging
NRKW,oo09_244a,243,M,241,55.52397514,364.6,1,0,0,foraging
NRKW,oo09_244a,243,M,242,10.98455727,41.0,1,0,0,foraging
NRKW,oo09_244a,243,M,243,5.315008095,22.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,244,2.605069592,13.4,0,0,0,non_foraging
NRKW,oo09_244a,243,M,247,41.31589838,416.6,1,0,0,foraging
NRKW,oo09_244a,243,M,249,12.32224789,64.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,250,18.59000936,116.2,0,0,1,non_foraging
NRKW,oo09_244a,243,M,251,3.231264069,15.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,253,3.234058874,15.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,256,3.945015115,18.2,0,0,0,non_foraging
NRKW,oo09_244a,243,M,258,31.43234557,234.8,1,0,1,foraging
NRKW,oo09_244a,243,M,263,16.30730507,45.8,0,0,0,non_foraging
NRKW,oo09_244a,243,M,301,101.2374101,440.0,1,1,1,foraging
NRKW,oo09_245b,244,M,17,14.61144734,23.6,0,0,0,non_foraging
NRKW,oo09_245b,244,M,20,3.184719382,9.0,0,0,0,non_foraging
NRKW,oo09_245b,244,M,25,3.988103071,18.0,0,0,1,non_foraging
NRKW,oo09_245b,244,M,27,93.11097212,182.0,1,1,1,foraging
NRKW,oo09_245b,244,M,33,2.57202152,17.6,0,0,0,non_foraging
NRKW,oo09_245b,244,M,35,32.16255256,88.0,0,1,0,foraging
NRKW,oo09_245b,244,M,37,7.375755509,85.6,0,0,1,non_foraging
NRKW,oo09_245b,244,M,45,152.4712274,371.2,0,1,1,foraging
NRKW,oo09_245b,244,M,48,2.241826691,14.6,0,0,0,non_foraging
NRKW,oo09_245b,244,M,50,3.335370303,17.2,0,0,0,non_foraging
NRKW,oo09_245b,244,M,52,2.323438654,15.8,0,0,0,non_foraging
NRKW,oo09_245b,244,M,53,3.596686255,22.2,0,0,0,non_foraging
NRKW,oo09_245b,244,M,57,29.59079172,210.2,0,0,1,non_foraging
NRKW,oo09_245b,244,M,59,2.658377051,19.8,0,0,0,non_foraging
NRKW,oo09_245b,244,M,60,2.775051752,25.0,0,0,0,non_foraging
NRKW,oo09_245b,244,M,61,1.963319385,16.6,0,0,0,non_foraging
NRKW,oo09_245b,244,M,62,3.412776143,26.2,0,0,0,non_foraging
NRKW,oo09_245b,244,M,63,2.878787309,21.4,0,0,0,non_foraging
NRKW,oo09_245b,244,M,65,53.32412041,322.4,1,1,1,foraging
NRKW,oo09_245b,244,M,74,2.329724371,12.2,0,0,0,non_foraging
NRKW,oo09_245b,244,M,75,60.67360644,349.2,1,1,1,foraging
NRKW,oo09_245b,244,M,79,26.74614762,192.4,1,0,1,foraging
NRKW,oo09_245b,244,M,87,51.12901257,262.2,1,1,0,foraging
NRKW,oo09_245b,244,M,91,4.307614752,34.2,0,0,0,non_foraging
NRKW,oo09_245b,244,M,95,3.601547889,27.8,0,0,0,non_foraging
NRKW,oo09_245b,244,M,96,3.630921293,28.6,0,0,0,non_foraging
NRKW,oo09_245b,244,M,99,2.622591662,19.2,0,0,0,non_foraging
NRKW,oo09_245b,244,M,100,3.680536922,30.8,0,0,0,non_foraging
NRKW,oo09_245b,244,M,101,2.142391854,11.6,0,0,0,non_foraging
NRKW,oo09_245b,244,M,102,2.681142329,36.0,0,0,0,non_foraging
NRKW,oo09_245b,244,M,103,6.578956918,57.4,0,0,0,non_foraging
NRKW,oo09_245b,244,M,105,7.695182332,61.2,0,0,0,non_foraging
NRKW,oo09_245b,244,M,107,13.60753793,85.6,0,0,0,non_foraging
NRKW,oo09_245b,244,M,108,3.282660796,23.6,0,0,0,non_foraging
NRKW,oo09_245b,244,M,110,4.175688783,44.2,0,0,0,non_foraging
NRKW,oo09_245b,244,M,111,2.476778359,19.4,0,0,0,non_foraging
NRKW,oo09_245b,244,M,115,56.15004226,279.0,0,0,0,foraging
NRKW,oo09_245b,244,M,116,10.19421851,38.0,0,0,0,non_foraging
NRKW,oo09_245b,244,M,129,22.53171755,174.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,8,2.119259441,14.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,9,17.05218555,159.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,11,1.880191121,17.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,13,1.881341847,12.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,14,1.709995364,10.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,16,2.082740495,22.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,18,4.127342764,44.8,1,0,0,foraging
NRKW,oo09_247a,243,F,19,2.578926421,21.4,0,0,0,non_foraging
NRKW,oo09_247a,243,F,20,3.499066505,29.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,21,2.871723334,63.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,22,1.327644044,14.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,25,10.21937985,119.4,0,0,0,non_foraging
NRKW,oo09_247a,243,F,27,1.742953743,19.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,28,1.699102643,15.4,0,0,0,non_foraging
NRKW,oo09_247a,243,F,29,1.869326334,15.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,30,2.118385957,23.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,31,5.918616999,36.0,1,0,0,foraging
NRKW,oo09_247a,243,F,32,6.836770741,46.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,33,2.120898336,26.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,35,2.954175082,26.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,39,3.788171176,40.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,42,5.001421016,27.0,0,0,0,non_foraging
NRKW,oo09_247a,243,F,44,11.51426541,134.4,0,0,0,non_foraging
NRKW,oo09_247a,243,F,45,2.702560789,21.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,46,6.37784811,40.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,47,1.786244704,19.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,48,2.999663164,26.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,49,1.872829926,11.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,50,11.09615149,153.4,0,0,0,non_foraging
NRKW,oo09_247a,243,F,52,2.454690083,25.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,54,2.037057842,15.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,55,12.64183292,127.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,56,2.787577832,18.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,58,2.244644326,21.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,59,2.079241299,17.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,60,2.452353394,13.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,61,13.80781488,262.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,62,2.868190726,24.0,0,0,0,non_foraging
NRKW,oo09_247a,243,F,64,1.449739484,8.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,65,1.617102848,19.4,0,0,0,non_foraging
NRKW,oo09_247a,243,F,66,2.451336122,22.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,68,18.98458629,248.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,69,3.243077475,30.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,74,2.326846164,54.6,0,0,0,non_foraging
NRKW,oo09_247a,243,F,76,1.786497971,16.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,78,8.96426596,87.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,79,2.201741794,36.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,80,2.662992224,28.0,0,0,0,non_foraging
NRKW,oo09_247a,243,F,94,1.746389557,21.8,0,0,0,non_foraging
NRKW,oo09_247a,243,F,102,1.952045061,24.2,0,0,0,non_foraging
NRKW,oo09_247a,243,F,103,4.37276662,64.4,0,0,0,non_foraging
NRKW,oo09_247a,243,F,128,2.912582049,23.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,15,4.29585349,33.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,18,6.047435605,31.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,63,3.548857161,19.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,65,3.504675491,19.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,69,161.5784903,265.6,1,1,1,foraging
NRKW,oo10_256a,234,F,75,4.12542818,22.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,77,4.184096867,19.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,83,3.392547374,23.8,0,0,1,non_foraging
NRKW,oo10_256a,234,F,89,223.2376584,378.0,1,1,1,foraging
NRKW,oo10_256a,234,F,120,238.5789346,281.8,1,1,1,foraging
NRKW,oo10_256a,234,F,123,3.725844958,16.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,128,3.793452949,22.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,129,3.993595218,20.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,130,4.061545204,21.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,131,3.813163096,24.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,132,3.855133925,23.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,136,3.823225852,24.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,189,2.648504384,17.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,203,169.5991631,362.0,1,1,1,foraging
NRKW,oo10_256a,234,F,208,2.204430198,20.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,210,2.662233823,13.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,213,2.341450508,12.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,214,250.7904392,524.2,0,0,0,foraging
NRKW,oo10_256a,234,F,215,1.423079793,9.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,216,1.609078086,7.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,217,1.360349043,7.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,220,2.115972496,14.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,222,2.69554611,17.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,228,36.51202795,185.6,0,0,0,foraging
NRKW,oo10_256a,234,F,235,22.06197482,166.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,236,1.740692408,10.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,237,1.589581985,14.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,238,2.524118215,16.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,239,3.77088736,27.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,241,4.674928206,58.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,244,116.8433759,309.2,0,0,0,foraging
NRKW,oo10_256a,234,F,249,2.614339278,24.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,250,9.701702685,53.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,251,4.071245086,30.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,252,3.504308748,29.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,255,3.770515377,38.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,257,3.130055756,23.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,259,3.921252776,46.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,260,4.805617074,43.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,261,3.461612567,34.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,263,2.993793333,28.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,264,3.961345151,46.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,265,3.115578172,24.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,267,3.481284907,34.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,268,6.122867773,57.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,272,4.094267908,24.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,273,22.50210411,133.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,274,7.863311529,139.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,275,3.128944677,18.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,276,4.056027491,24.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,277,4.157751391,25.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,278,7.802800285,43.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,279,3.062485796,15.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,280,2.383405344,12.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,281,18.7864989,123.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,286,41.44472246,167.0,0,0,0,foraging
NRKW,oo10_256a,234,F,292,33.7661849,244.0,0,0,0,foraging
NRKW,oo10_256a,234,F,299,25.53541166,112.0,1,0,0,foraging
NRKW,oo10_256a,234,F,302,2.297636083,10.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,303,30.61210475,140.2,0,0,0,foraging
NRKW,oo10_256a,234,F,304,2.095648681,11.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,306,17.94468917,85.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,307,3.434138003,16.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,309,2.906175704,18.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,314,159.4683682,185.0,0,0,1,foraging
NRKW,oo10_256a,234,F,317,4.264673798,19.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,318,3.036105507,15.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,319,3.310114457,12.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,324,146.3637015,269.6,1,1,1,foraging
NRKW,oo10_256a,234,F,329,3.806883596,11.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,335,162.4498645,265.6,1,1,1,foraging
NRKW,oo10_256a,234,F,346,4.601415771,25.0,0,0,1,non_foraging
NRKW,oo10_256a,234,F,347,4.432477758,26.8,0,0,1,non_foraging
NRKW,oo10_256a,234,F,348,3.740431299,20.2,0,0,1,non_foraging
NRKW,oo10_256a,234,F,350,4.064184846,15.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,351,118.1466648,204.2,0,0,1,foraging
NRKW,oo10_256a,234,F,358,112.3832091,156.2,0,0,1,foraging
NRKW,oo10_256a,234,F,360,2.583869258,13.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,361,2.392294938,13.2,0,0,1,non_foraging
NRKW,oo10_256a,234,F,363,2.984500163,18.0,0,0,1,non_foraging
NRKW,oo10_256a,234,F,364,3.47534253,21.8,0,0,1,non_foraging
NRKW,oo10_256a,234,F,369,2.801473155,25.8,0,0,1,non_foraging
NRKW,oo10_256a,234,F,372,165.7492314,369.8,1,1,1,foraging
NRKW,oo10_256a,234,F,384,2.815911328,12.8,0,0,1,non_foraging
NRKW,oo10_256a,234,F,388,161.4106561,253.2,1,1,1,foraging
NRKW,oo10_256a,234,F,400,152.2513999,264.6,1,1,1,foraging
NRKW,oo10_256a,234,F,401,2.860444479,15.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,409,2.784719286,15.2,0,0,1,non_foraging
NRKW,oo10_256a,234,F,431,2.795532589,13.2,0,0,1,non_foraging
NRKW,oo10_256a,234,F,432,81.10686643,134.0,0,0,1,foraging
